1,992.03,0
2,992.03,195
3,992.03,191
4,992.03,203
5,992.03,189
1,992.08,0
2,992.08,191
3,992.23,198
4,992.23,191
5,992.23,194
6,992.23,191
7,992.23,197
8,992.23,195
9,992.23,198
10,992.23,203
11,992.23,197
12,992.23,196
13,992.23,200
14,996.23,195
15,996.23,198
16,1000.24,196
17,1000.5,200
18,1001.15,196
19,1001.16,196
20,1001.43,193
21,1001.77,201
22,993.81,199
23,993.81,198
24,993.81,201
25,993.81,198
26,998.32,197
27,998.32,201
28,998.32,198
29,998.32,194
30,998.58,191
31,1002.58,198
32,1002.5,196
33,1002.5,198
34,1002.5,169
35,1002.5,184
36,1002.5,193
37,1002.5,203
38,1002.5,202
39,1002.5,190
40,1002.5,201
41,1002.5,198
42,1002.5,193
43,1002.5,195
44,1002.76,200
45,1003.02,187
46,1003.02,200
47,1003.29,195
48,1003.29,198
49,995.35,195
50,995.61,196
51,995.61,202
52,999.61,192
53,999.61,197
54,999.61,199
55,999.88,205
56,1000.13,198
57,1004.14,186
58,1004.14,177
59,1004.14,191
60,1004.14,191
61,1004.14,154
62,1004.14,170
63,1004.14,173
64,1004.14,181
65,1000.13,193
66,1000.13,191
67,1000.13,192
68,1000.13,193
69,1000.13,183
70,1000.13,197
71,996.13,189
72,1000.13,189
73,1000.13,183
74,1000.13,161
75,1000.13,181
76,1000.13,182
77,1000.13,180
78,1000.13,186
79,996.13,180
80,1004.13,184
81,1004.13,174
82,1004.13,177
83,1004.13,181
84,1004.39,182
85,1004.39,175
86,1000.39,177
87,1000.39,182
88,1000.39,184
89,1000.39,187
90,1000.39,166
91,1000.39,168
92,1000.39,184
93,1000.39,185
94,1000.39,174
95,1000.39,183
96,1000.39,201
97,1000.39,178
98,996.38,178
99,996.38,181
100,996.38,187
101,996.38,187
102,996.38,193
103,996.38,196
104,996.38,194
105,996.38,192
106,996.38,198
107,996.38,196
108,996.38,175
109,1003.39,186
110,1004.42,168
111,1004.42,190
112,1004.42,185
113,1004.42,188
114,1004.42,190
115,1004.42,182
116,996.42,181
117,996.42,149
118,1000.42,168
119,1000.42,170
120,1000.42,172
121,1000.42,178
122,1000.68,193
123,1000.68,192
124,1000.68,185
125,1000.68,180
126,1000.68,190
127,1000.68,193
128,1000.68,186
129,1000.68,188
130,1000.68,173
131,1000.68,192
132,1000.68,184
133,1000.68,190
134,1000.68,193
135,1000.7,189
136,1000.7,190
137,1000.7,190
138,1000.7,186
139,1000.7,180
140,996.7,189
141,996.7,195
142,1000.7,195
143,1000.7,199
144,1000.7,197
145,1000.7,187
146,1004.7,195
147,1004.7,193
148,1004.7,188
149,1004.7,172
150,1004.7,198
151,1004.7,194
152,1004.7,197
153,1004.7,184
154,1004.7,200
155,1004.7,184
156,1004.7,191
157,996.69,193
158,996.69,181
159,996.69,181
160,1004.7,189
161,1004.7,186
162,1004.7,199
163,1004.7,191
164,1004.7,192
165,1004.7,195
166,1004.7,199
167,1004.7,190
168,1004.7,171
169,1004.7,186
170,1004.7,196
171,1004.7,199
172,1004.7,193
173,1004.7,193
174,1004.7,194
175,1000.7,184
176,1000.7,194
177,1004.7,186
178,1004.7,186
179,1004.7,194
180,1004.7,186
181,1004.7,193
182,1004.7,196
183,1004.7,199
184,1000.69,191
185,996.69,181
186,996.69,181
187,996.69,199
188,996.69,186
189,996.69,197
190,996.69,195
191,996.69,192
192,1000.69,187
193,1004.7,191
194,1004.7,200
195,1004.7,195
196,1004.7,192
197,1004.7,188
198,1004.7,194
199,996.7,189
200,996.7,197
201,996.7,196
202,996.7,190
203,1000.7,191
204,1000.7,196
205,1000.7,200
206,1004.7,178
207,1004.7,185
208,1004.7,195
209,1004.7,193
210,1004.7,193
211,1004.7,199
212,1004.7,200
213,1004.7,195
214,1004.7,198
215,1004.7,199
216,1004.7,173
217,1004.7,191
218,1004.7,199
219,1004.7,195
220,1004.7,192
221,1004.7,192
222,996.7,195
223,996.7,196
224,996.7,194
225,1001.35,196
226,1001.35,186
227,1001.34,200
228,1001.35,197
229,1001.35,192
230,1004.36,190
231,1001.35,191
232,1001.35,188
233,1001.35,191
234,1001.35,191
235,1001.35,195
236,1005.34,174
237,1005.34,196
