1,970.87,0
2,969.45,31.64
3,969.89,38
4,967.54,24.19
5,967.54,50.22
6,967.32,33.48
7,967.12,50.13
8,967.12,24.38
9,965.91,22.84
10,962.56,35.08
11,973.89,53.34
12,973.89,21.33
13,973.84,38.13
14,973.82,45.53
15,973.72,73.2
16,976.13,106.59
17,977.16,65.48
18,981.66,83.38
19,957.86,91.51
20,956.88,97.22
21,956.71,106.66
22,952.86,59.41
23,952.59,74.54
24,952.93,97.67
25,968.52,97.42
26,982.04,45.67
27,984.14,48.81
28,996.42,47.33
29,997.48,56.31
30,1001.75,77.66
31,1053.88,77.39
32,1053.88,51.26
33,1061.65,65.36
34,1061.4,50.39
35,1061.4,63.76
36,1064.33,128.61
37,1061.47,25.8
38,1062.4,28.79
39,993.97,22.92
40,973.74,25.81
41,974.08,106.9
42,994.88,86.97
43,996.18,74.66
44,992.68,88.37
45,992.87,94.26
46,987.65,109.77
47,987.74,89.87
48,981.84,106.57
49,996.95,101.82
50,1011.19,50.4
51,1012.92,44.08
52,1019.6,42.51
53,1022.73,51.62
54,1031.77,87.11
55,1081.98,57.44
56,1082.36,56.39
57,1089.61,45.42
58,1089.61,63.65
59,1089.82,70.01
60,1086.47,126.75
61,1082.52,33.52
62,1083.12,22.8
63,1007.85,24.27
64,1004.59,19.65
65,1003.22,26.94
66,1003.22,33.17
67,1002.44,85.43
68,1017.71,98.38
69,1022.91,79.2
70,1024.09,86.71
71,1023.96,90.33
72,1027.82,92.75
73,1015.67,78.91
74,1009.38,73.33
75,1033.59,65.35
76,1039.28,41.12
77,1050.24,45.71
78,1052.95,53.28
79,1051.36,65.53
80,1102.34,86.8
81,1102.59,61.06
82,1109.78,71.87
83,1109.78,48.56
84,1109.78,54.53
85,1109.76,110.8
86,1113.63,56.88
87,1114.7,31.92
88,1114.29,35.04
89,1037.82,32.07
90,1039.33,24.37
91,1039.33,24.46
92,1032.82,25.43
93,1027.68,16.69
94,1027.68,24.33
95,1027.68,31.97
96,1029.86,27.06
97,1029.86,27.36
98,1029.89,22.88
99,1029.89,21.31
100,1029.89,24.31
101,1034,100.69
102,1050.27,102.76
103,1053.96,69.81
104,1051.92,103.53
105,1051.8,89.71
106,1053.3,111.88
107,1053.7,87.62
108,1044.05,85.14
109,1065.76,56.37
110,1067.8,42.64
111,1079.05,51.66
112,1079.88,56.16
113,1079.84,82.24
114,1144.24,85.8
115,1144.45,76.17
116,1141.55,106.33
117,1142.21,18.29
118,1142.74,30.38
119,1069.07,19.64
120,1065.68,53.1
121,1072.89,115.73
122,1077.2,91.61
123,1069.24,91.29
124,1069.03,74.39
125,1070.8,75.53
126,1068.13,98.87
127,1063.89,98.62
128,1061.87,93.08
129,1092.3,67.4
130,1098.68,41.07
131,1107.27,62.16
132,1109.76,51.74
133,1110.61,54.87
134,1167.2,82.39
135,1167.08,56.15
136,1174.13,51.66
137,1173.53,53.35
138,1173.64,65.52
139,1173.96,104.59
140,1161.83,47.32
141,1162.4,16.79
142,1162.38,15.22
143,1080.04,15.28
144,1080.36,22.86
145,1080.49,27.2
146,1078.12,13.72
147,1077.68,16.69
148,1077.34,22.68
149,1103.62,48.11
150,1110,17.94
151,1121.58,23.92
152,1121.04,16.68
153,1121.07,21.21
154,1169.46,86.61
155,1174.57,30.97
156,1174.57,95.84
157,1181.04,110.34
158,1181.18,18.91
159,1165.88,10.54
160,1133.37,12.03
161,1131.5,16.62
162,1160.37,56.39
163,1166.94,55.42
164,1174.89,127.3
165,1172.33,33.42
166,1173.71,73.12
167,1168.08,34.97
168,1169.79,41.29
169,1165.79,27.43
170,1165.29,30.48
171,1164.1,42.67
172,1159.23,36.69
173,1159.32,35.03
174,1159.52,30.12
175,1159.2,25.57
